79	11698	-8	738	5503	241.439193	80.663348
73	11334	-13	591	4738	-84.685693	-231.001667
57	5921	-8	1267	1982	770.259115	-142.692379
31	1819	-11	252	709	15.210957	-77.625658
43	3227	-7	439	1410	147.372810	60.679295
95	18503	-11	3502	5523	716.332613	33.557992
136	39728	-13	7966	10530	-702.058034	157.174396
29	1116	-3	324	517	-773.605091	5.870513
72	7760	-3	1153	4031	-361.562619	145.941709
8	99	-11	11	53	451.357265	-173.011485
124	31626	-10	5818	9558	-839.990957	820.866300
146	45789	-12	5865	15451	-626.108700	53.697949
122	32898	-14	5547	9337	-127.091269	-422.505758
33	1872	-6	326	763	-15.271515	252.126105
45	4084	-11	492	1533	-9.009877	-396.302488
33	1820	-7	362	727	-239.067129	85.546525
121	27486	-8	4866	9775	-40.935363	70.456260
35	2488	-13	467	758	217.727489	-269.445763
92	18442	-14	2139	6325	-293.870760	-33.191788
132	27432	-4	4448	12976	99.362062	41.265335
37	2850	-14	579	790	-22.806945	484.500768
127	31766	-8	2412	13717	349.112052	-1419.318005
25	1125	-12	263	362	666.833638	-517.596165
76	9652	-5	1469	4307	-438.532461	-0.593393
10	151	-8	18	82	-103.166073	-369.888985
139	41557	-12	5369	13952	-1177.905662	135.506890
62	6970	-7	232	3612	162.432724	-334.718903
92	17670	-11	2659	5805	293.880287	-954.321248
74	9017	-4	2000	3476	472.468198	1137.832034
46	4309	-13	737	1379	631.636969	26.310039
94	16821	-8	3392	5444	41.062070	303.235988
87	16701	-14	2710	4859	-463.972298	-937.878919
99	16886	-6	4212	5589	-275.293490	-199.201971
11	206	-10	22	99	920.132636	-94.186677
101	22626	-14	2521	7680	-386.254627	630.188967
76	11264	-9	2206	3570	217.970735	-859.991085
14	352	-11	36	160	190.744198	177.512925
107	23628	-11	3903	7546	366.894916	104.767581
76	11947	-12	1543	4233	270.260143	15.125808
123	27861	-6	2088	13041	-722.933752	-1924.489854
38	2812	-11	518	926	532.916508	-522.154613
137	26575	-3	7847	10922	14.291288	-79.980948
134	38755	-12	737	17219	403.157524	-766.112838
130	30949	-6	2750	14150	870.891153	314.288775
90	16978	-12	2899	5201	362.969840	282.207514
30	1700	-9	251	649	0.472674	-547.012699
139	41540	-12	7474	11847	1422.982554	867.335148
44	3577	-8	117	1819	-535.740518	-69.648312
89	12248	-4	3193	4728	152.324176	165.862104
114	26340	-10	2950	10046	-43.492501	-190.896805
43	3695	-12	673	1176	2064.206220	-98.322930
127	33069	-11	6246	9883	-103.398806	-112.072117
100	20256	-10	2423	7577	24.538066	464.052354
48	4403	-9	665	1639	-62.131654	272.395700
134	34886	-8	7008	10948	905.058446	-778.611059
146	41984	-9	3388	17928	150.999082	3.447574
56	4782	-3	861	2275	-1337.772526	209.306452
112	25529	-10	3961	8583	608.744067	100.064926
29	1652	-11	9	832	-433.240087	1323.700822
80	12957	-10	2280	4120	265.185460	601.883468
144	46013	-14	8333	12403	175.239831	-462.738457
97	16497	-5	394	9015	-1421.801363	664.764797
107	22840	-9	2567	8882	-1229.266869	472.963676
112	22657	-6	796	11748	-531.511559	175.544571
143	31091	-3	6267	14182	-176.373699	297.287556
16	447	-9	12	244	-551.236708	24.582835
124	32287	-11	4368	11008	548.711387	800.827905
122	24079	-4	4471	10413	-474.820217	203.837277
23	724	-3	133	396	207.053925	209.000852
34	1785	-4	347	809	1423.519233	67.170557
125	31310	-9	5031	10594	-350.140391	633.211254
125	34069	-13	4099	11526	176.214759	-260.226340
54	5856	-10	880	2036	4.847335	565.876902
107	24399	-13	4484	6965	-394.608294	-136.464444
25	905	-4	236	389	-103.283289	386.575652
75	8524	-3	311	5314	-299.102818	-110.065518
44	4061	-14	772	1164	-39.901834	138.841972
83	13966	-11	406	6483	-18.188927	-143.506472
60	7142	-10	1460	2140	164.790022	-603.734266
57	6476	-10	534	2715	426.510363	-566.501547
85	12217	-5	1941	5284	758.676897	97.811522
30	1527	-7	334	566	-81.576443	-194.298185
128	32987	-9	1991	14393	733.823310	570.785526
8	74	-13	32	32	477.328058	-112.852344
100	18577	-7	2636	7364	-136.987439	333.066745
8	9	-6	53	11	40.664136	-184.297115
36	2274	-7	153	1143	-24.469612	-150.122512
13	261	-6	12	157	-45.724962	376.302714
113	22294	-5	3946	8823	336.073381	-825.311104
24	1045	-9	190	386	284.933367	889.379898
140	41414	-11	3952	15648	-433.390153	-441.363890
81	11929	-7	83	6478	-146.555322	75.555770
57	5135	-4	829	2420	54.256435	-339.641998
10	37	-12	76	24	-704.178822	-753.937145
99	15364	-3	747	9054	1045.879027	273.877559
94	18920	-14	3689	5147	-450.663362	43.290533
63	5880	-3	1431	2538	-959.979206	-19.603496
121	31157	-12	6068	8573	-1151.046307	-866.873309
12	85	-13	101	43	-483.823578	-448.719571
55	4763	-4	647	2378	-587.727014	72.503483
45	3891	-11	834	1191	-3.426632	-48.273712
45	3581	-7	795	1230	-296.222793	-431.825703
146	32940	-3	2235	19081	271.285260	-389.692496
81	11278	-5	1042	5519	121.913727	-523.638691
135	35902	-8	4034	14191	10.609418	-889.702529
55	5833	-9	1070	1955	-181.772361	547.522164
84	11689	-5	1731	5325	49.970650	137.549027
75	8170	-3	1944	3681	-131.500340	203.656584
27	1497	-14	243	486	759.925276	-1165.712364
146	45104	-12	8311	13005	214.770475	41.949430
56	5715	-7	108	3028	-441.986429	411.395537
9	21	-3	60	21	669.494799	-1009.892736
44	2810	-4	551	1385	41.088147	36.384881
118	20697	-3	1358	12566	-191.674220	-28.750980
19	584	-7	129	232	-370.020605	586.131009
137	29491	-3	6374	12395	-27.823518	-1035.642636
38	2353	-6	593	851	320.814036	-254.212947
10	140	-6	5	95	717.314620	459.815242
15	335	-5	81	144	-24.959014	797.540918
126	30563	-8	5516	10360	818.942554	110.073388
59	7426	-13	1322	2159	6.314894	1036.889120
37	2548	-10	567	802	-4.531766	-63.277653
131	34335	-9	5028	12133	-800.396694	-232.626207
91	17156	-11	3343	4938	-187.134724	-466.567066
135	29475	-4	7479	10746	70.361635	382.262998
134	36938	-11	7580	10376	464.109605	-3.205256
100	20379	-10	3666	6334	61.227549	551.985664
116	22300	-5	5326	8130	-272.476471	67.662018
45	3508	-6	412	1613	-1069.407970	170.121740
29	1528	-10	314	527	-228.444891	-55.844056
134	37652	-11	7287	10669	149.325107	-549.556855
126	34880	-13	1883	13993	74.808032	-571.816642
102	22231	-12	3656	6748	-137.715890	1000.537314
53	4806	-6	1160	1649	915.110229	-1054.328269
26	1103	-7	274	402	816.551689	388.936041
81	12806	-9	2488	4073	1095.826705	595.693184
60	7574	-12	1205	2395	-112.548988	965.473714
5	2	-5	19	6	-107.130003	-1242.695163
77	12079	-11	1869	4060	1004.210716	322.476459
148	47481	-12	1252	20652	601.872152	-422.865432
30	1730	-11	31	869	-656.606885	-264.646277
101	17093	-5	2682	7519	-29.095139	-172.244335
11	206	-12	40	81	490.708095	-246.705044
131	30878	-6	3700	13461	-27.479984	391.584726
103	21301	-9	2914	7695	-32.563637	1112.452269
59	5995	-5	1137	2344	-78.779076	1341.268858
18	606	-14	117	207	-558.613242	-151.891035
9	104	-14	37	44	249.573367	217.018358
107	25459	-14	2867	8582	107.670393	-816.154548
30	1645	-9	250	650	441.262968	-9.911239
58	6455	-11	1402	1962	209.772417	34.795132
67	9351	-12	1662	2827	-85.692765	904.413049
10	78	-4	58	42	-839.671736	1829.130326
23	736	-3	115	414	1368.126591	-442.448335
123	27578	-6	4747	10382	12.754514	-681.185891
137	31466	-4	4057	14712	1388.964904	-263.292813
49	5018	-13	507	1894	-127.012117	194.664574
34	2192	-9	22	1134	1152.479351	651.326138
